User,Person,Current Age,Age Range,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Income Range,Total Debt,FICO Score,EAD,PD12,PDLT,LGD
310,Madalynn Gutierrez,33,40,69,1986,9,Female,4930 Birch Drive,,Southport,NC,28461,33.92,-78.02,17498,35670,20K - 50K,58182,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
311,Sarah Clark,58,60,67,1961,11,Female,444 Maple Avenue,990,Noblesville,IN,46060,40.05,-86.03,24638,50232,50K - 80K,1218,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
312,Dominique Evans,37,40,63,1983,2,Male,372 12th Boulevard,,Asheville,NC,28804,35.57,-82.54,22983,46864,20K - 50K,58954,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
313,Charli Nelson,88,90,65,1931,4,Female,9192 Birch Lane,6,Fargo,ND,58103,46.87,-96.81,22214,38523,20K - 50K,49,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
314,June Reyes,21,30,67,1998,11,Female,218 East Street,1,Glendora,CA,91741,34.14,-117.85,31699,64630,50K - 80K,92847,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
315,Charlie Martin,54,60,63,1965,10,Male,600 Grant Lane,,Cape Coral,FL,33909,26.63,-81.99,17140,34947,20K - 50K,49024,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
316,Kehlani Foster,25,30,70,1994,12,Female,142 Rose Drive,,Springfield,MA,1107,42.11,-72.53,14155,28862,20K - 50K,20944,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
317,Meredith Anwar,77,80,65,1942,4,Female,456 Birch Lane,15,Belfair,WA,98528,47.43,-122.92,19640,44807,20K - 50K,13730,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
318,Lennon Martin,42,50,66,1977,9,Male,763 Lexington Avenue,,College Park,MD,20740,38.99,-76.93,26224,53464,50K - 80K,20683,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
319,Rodney King,92,100,67,1927,6,Male,619 North Avenue,,Danville,NH,3819,42.91,-71.12,26541,56099,50K - 80K,933,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
320,Milan Faraday,66,70,63,1953,6,Male,5807 Lincoln Street,5,Warner Robins,GA,31093,32.61,-83.63,15334,28104,20K - 50K,12054,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
321,Leighton Cook,53,60,68,1967,2,Female,9458 Park Boulevard,,El Cajon,CA,92021,32.84,-116.88,20673,42152,20K - 50K,55576,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
322,Marcus Ramirez,18,20,65,2002,2,Male,6039 Valley Stream Street,,Petaluma,CA,94954,38.23,-122.56,26752,54547,50K - 80K,92901,751,8418.794592209124,0.1199908071312804,0.1633887714748784,0.6104550097879282
323,Rosa Faraday,21,30,66,1998,9,Female,93 Plum Lane,,Old Saybrook,CT,6475,41.29,-72.36,30281,61746,50K - 80K,154817,637,8899.290563669756,0.093588254,0.1433486693811075,0.6065634192495921
324,Thiago Hughes,45,50,64,1974,10,Male,41307 Main Lane,,Albuquerque,NM,87121,35.11,-106.62,15385,31373,20K - 50K,58481,637,8899.290563669756,0.093588254,0.1433486693811075,0.6065634192495921
325,Lillian Butler,43,50,69,1976,5,Female,580 Fifth Boulevard,,Bessemer City,NC,28016,35.28,-81.28,16073,32775,20K - 50K,72785,637,8899.290563669756,0.093588254,0.1433486693811075,0.6065634192495921
326,Adrian Rogers,38,40,70,1981,3,Male,2750 Rose Boulevard,,Postville,IA,52162,43.08,-91.56,13332,27183,20K - 50K,58323,637,8899.290563669756,0.093588254,0.1433486693811075,0.6065634192495921
327,Valentino Jones,22,30,62,1997,7,Male,449 Washington Street,,Lexington,OK,73051,35.01,-97.33,15966,32557,20K - 50K,60053,637,8899.290563669756,0.093588254,0.1433486693811075,0.6065634192495921
328,Olivia Brooks,35,40,69,1984,6,Female,4395 Bayview Lane,,Spokane,WA,99216,47.69,-117.19,17760,36213,20K - 50K,48364,637,8899.290563669756,0.093588254,0.1433486693811075,0.6065634192495921
329,Achilles Schmidt,30,30,62,1989,12,Male,9207 Madison Boulevard,,Germantown,MD,20876,39.17,-77.26,31555,64340,50K - 80K,94513,637,8899.290563669756,0.093588254,0.1433486693811075,0.6065634192495921
330,Samara Young,50,50,60,1969,7,Female,4704 Essex Boulevard,,Piedmont,CA,94620,37.77,-122.21,26391,53810,50K - 80K,78986,637,8899.290563669756,0.093588254,0.1433486693811075,0.6065634192495921
331,Brynn Allen,47,50,65,1972,11,Female,837 Lincoln Avenue,,Mobile,AL,36693,30.68,-88.04,21331,43496,20K - 50K,114563,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
332,Nathan Merkel,30,30,65,1989,11,Male,136 Spruce Street,,Petaluma,CA,94955,38.22,-122.55,26748,54537,50K - 80K,121987,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
333,Maddison Abe,31,40,66,1988,4,Female,5190 Grant Street,10,San Jose,CA,95121,37.3,-121.8,25115,51209,50K - 80K,76900,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
334,Gordon Neufelder,44,50,69,1975,9,Male,919 Lafayette Drive,,Medford,OR,97504,42.33,-122.79,18961,38661,20K - 50K,88636,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
335,Dean Evans,57,60,64,1962,6,Male,2288 Pine Lane,,Auburn,ME,4210,44.08,-70.24,20800,42411,20K - 50K,111077,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
336,Casey El-Mafouk,86,90,65,1933,8,Female,5220 Lincoln Street,,Nashville,TN,37211,36.17,-86.78,20030,38273,20K - 50K,1658,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
337,Daniella Robinson,21,30,68,1998,8,Female,3701 Birch Street,,Lansing,MI,48911,42.7,-84.55,16954,34568,20K - 50K,81953,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
338,Corbin Price,24,30,65,1995,8,Male,952 Plum Avenue,,Mobile,AL,36618,30.68,-88.04,17267,35212,20K - 50K,56286,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
339,Makai Gomez,33,40,67,1986,12,Male,12 12th Avenue,6,Kenosha,WI,53144,42.58,-87.85,23060,47023,20K - 50K,0,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
340,Callum Ajami,41,50,64,1978,12,Male,3536 Burns Street,,Texarkana,TX,75501,33.44,-94.07,15884,32387,20K - 50K,65171,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
341,Emmitt Kelley,57,60,69,1962,11,Male,1690 Main Avenue,,Jackson Center,PA,16133,41.27,-80.13,16809,34272,20K - 50K,39514,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
342,Kaylee Ward,49,50,65,1970,11,Female,8893 Littlewood Lane,76,Charleston,SC,29403,32.78,-79.99,17158,34982,20K - 50K,134631,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
343,Aylin Myers,61,70,66,1958,3,Female,7360 Lexington Drive,,Jeffersonville,KY,40337,37.96,-83.82,13602,27733,20K - 50K,21785,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
344,Yahir Lopez,87,90,66,1932,4,Male,770 Maple Street,,Broxton,GA,31519,31.62,-82.88,14060,27971,20K - 50K,1265,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
345,Lucinda Burns,50,50,64,1969,9,Female,8990 Plum Street,,Brewster,MA,2631,41.76,-70.08,19591,39947,20K - 50K,57346,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
346,Alina Watson,69,70,60,1950,3,Female,93 Mill Drive,9906,Knoxville,TN,37918,35.97,-83.94,19596,32952,20K - 50K,5077,765,8145.320457942122,0.099554519,0.1501302827476038,0.608118426
347,Aden Adams,41,50,55,1978,8,Male,7467 Spruce Drive,,Sacramento,CA,95829,38.48,-121.34,25431,51854,50K - 80K,72162,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
348,Messiah Bell,40,40,66,1979,7,Male,631 Ocean View Street,2,Madison,WI,53704,43.07,-89.38,23840,48609,20K - 50K,43520,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
349,Allie Sullivan,52,60,72,1967,10,Female,31204 El Camino Lane,,Austin,TX,78728,30.26,-97.74,25594,52186,50K - 80K,42852,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
350,Deacon Bell,70,70,65,1950,1,Male,3485 Federal Avenue,,Cochranville,PA,19330,39.87,-75.92,24725,49531,20K - 50K,6707,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
351,Briar Merkel,62,70,70,1957,8,Female,102 Seventh Avenue,,Jessup,MD,20794,39.14,-76.77,28673,58463,50K - 80K,141151,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
352,Blaine Diaz,44,50,65,1976,1,Male,3675 Bayview Drive,1,Dunlap,TN,37327,35.37,-85.38,15209,31015,20K - 50K,103094,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
353,Royalty Miller,67,70,65,1953,1,Female,9205 Summit Street,,San Jose,CA,95134,37.42,-121.94,51631,52929,50K - 80K,37514,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
354,Allie Sadr,29,30,66,1990,8,Female,933 Sussex Drive,,Laurel,MT,59044,45.6,-108.68,19625,40005,20K - 50K,37694,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
355,Aydin Cook,41,50,66,1979,2,Male,7061 Littlewood Street,,Henderson,NV,89002,36,-114.96,28985,59093,50K - 80K,117325,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
356,Keyla Russell,44,50,69,1975,5,Female,4868 Lake Lane,,Huntington Beach,CA,92647,33.72,-118,26966,54981,50K - 80K,121701,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
357,Vanessa Anderson,31,40,67,1988,8,Female,761 Main Avenue,,Snohomish,WA,98290,47.94,-122,28037,57166,50K - 80K,111755,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
358,Zayne Adams,59,60,67,1960,8,Male,763 Essex Avenue,,Miami,FL,33156,25.77,-80.2,53676,109440,100K - 150K,180865,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
359,Camilla Macron,49,50,69,1970,11,Female,6999 Lexington Lane,,Sacramento,CA,95822,38.51,-121.49,18344,37401,20K - 50K,76201,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
360,Josephine Chen,91,100,67,1929,1,Female,365 Mountain View Boulevard,363,Donaldsonville,LA,70346,30.09,-90.99,16474,27150,20K - 50K,2007,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
361,Aurora Phillips,58,60,67,1961,4,Female,6077 Sixth Avenue,,Rockingham,NC,28379,34.93,-79.76,15009,30605,20K - 50K,16549,737,8571.642883983317,0.1209477012779552,0.16896834,0.6123175939004816
362,Haylee Baker,51,60,68,1968,4,Female,6323 Sussex Boulevard,,Chula Vista,CA,91911,32.61,-117.03,16942,34540,20K - 50K,22641,793,8095.755411997074,0.1209718885754583,0.166840269,0.6097714190340908
363,Elisha Bailey,72,80,70,1947,5,Male,4388 Hillside Street,,Ellicott City,MD,21043,39.27,-76.83,39053,57513,50K - 80K,11755,793,8095.755411997074,0.1209718885754583,0.166840269,0.6097714190340908
364,Ellen Watson,47,50,69,1973,2,Female,1342 Hill Lane,,Chicago,IL,60623,41.83,-87.68,11951,24372,20K - 50K,63295,793,8095.755411997074,0.1209718885754583,0.166840269,0.6097714190340908
365,Martha Bailey,40,40,64,1979,8,Female,6950 Federal Avenue,,Ashville,AL,35953,33.83,-86.26,17067,34799,20K - 50K,72749,793,8095.755411997074,0.1209718885754583,0.166840269,0.6097714190340908
366,Isla Farhad,22,30,67,1997,7,Female,919 First Street,,Chana,IL,61015,41.99,-89.2,20147,41080,20K - 50K,106545,793,8095.755411997074,0.1209718885754583,0.166840269,0.6097714190340908
367,Thalia Phillips,25,30,65,1994,8,Female,355 Burns Boulevard,,Sunbury,PA,17801,40.86,-76.78,16519,33682,20K - 50K,42690,793,8095.755411997074,0.1209718885754583,0.166840269,0.6097714190340908
368,Bella Lewis,64,70,66,1956,1,Female,682 Federal Lane,,Dalton,GA,30720,34.76,-84.97,19818,40407,20K - 50K,62695,793,8095.755411997074,0.1209718885754583,0.166840269,0.6097714190340908
369,Nehemiah Turner,46,50,62,1973,11,Male,8738 Fourth Street,,Hanover Park,IL,60133,41.97,-88.14,20248,41287,20K - 50K,88151,662,8554.421891829463,0.1137119578606158,0.1610234457050243,0.6041144630541871
370,Estella Fu,49,50,68,1970,7,Female,530 Main Boulevard,58,League City,TX,77573,29.48,-95.1,35246,71866,50K - 80K,132580,662,8554.421891829463,0.1137119578606158,0.1610234457050243,0.6041144630541871
371,Declan Foster,52,60,73,1968,2,Male,29 Martin Luther King Lane,,Sherwood,AR,72120,34.83,-92.2,22377,45625,20K - 50K,81136,662,8554.421891829463,0.1137119578606158,0.1610234457050243,0.6041144630541871
372,Simon Adams,46,50,70,1973,10,Male,9344 Mill Drive,,Seaside,CA,93955,36.62,-121.82,18663,38054,20K - 50K,63293,666,8873.979114069307,0.1021485410094637,0.1525624716088328,0.6110297686212361
373,Blaine Scott,26,30,61,1994,2,Male,4840 Summit Lane,,Rescue,CA,95672,38.72,-121,28660,58435,50K - 80K,134789,666,8873.979114069307,0.1021485410094637,0.1525624716088328,0.6110297686212361
374,Victoria Edwards,37,40,66,1982,5,Female,4189 Birch Street,,Kilauea,HI,96754,22.21,-159.41,16898,34457,20K - 50K,48966,666,8873.979114069307,0.1021485410094637,0.1525624716088328,0.6110297686212361
375,Austin Robinson,20,20,63,1999,3,Male,592 Hillside Drive,,Berwyn,IL,60402,41.84,-87.79,18714,38158,20K - 50K,80609,666,8873.979114069307,0.1021485410094637,0.1525624716088328,0.6110297686212361
376,Anakin Harris,48,50,61,1971,6,Male,8993 Madison Avenue,,Fayetteville,NC,28312,34.93,-78.72,18376,37468,20K - 50K,73448,666,8873.979114069307,0.1021485410094637,0.1525624716088328,0.6110297686212361
377,Joanna Roberts,24,30,70,1996,2,Female,18360 Valley Avenue,,Orange,CA,92867,33.81,-117.79,28884,58893,50K - 80K,113715,666,8873.979114069307,0.1021485410094637,0.1525624716088328,0.6110297686212361
378,Sunny King,59,60,62,1961,2,Female,299 11th Street,,Northborough,MA,1532,42.31,-71.64,39418,80371,80K - 100K,108499,822,7881.184721450857,0.1238124089456869,0.17001193,0.6075526119162641
379,Ruby Farhad,45,50,62,1975,1,Female,891 Fourth Avenue,,Wooster,OH,44691,40.81,-81.93,18962,38666,20K - 50K,116783,822,7881.184721450857,0.1238124089456869,0.17001193,0.6075526119162641
380,Emery Garcia,32,40,71,1987,11,Female,670 Tenth Drive,,Glen Ellyn,IL,60137,41.86,-88.06,42028,85694,80K - 100K,120733,822,7881.184721450857,0.1238124089456869,0.17001193,0.6075526119162641
381,Hunter Perez,35,40,64,1984,8,Male,4238 Lexington Lane,,Cicero,IL,60804,41.84,-87.75,13891,28325,20K - 50K,38658,822,7881.184721450857,0.1238124089456869,0.17001193,0.6075526119162641
382,Harper Jackson,91,100,68,1929,2,Female,5492 Maple Drive,2,Overland Park,KS,66221,38.9,-94.68,51642,84694,80K - 100K,2149,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
383,Elora Schmidt,58,60,65,1961,3,Female,511 Grant Avenue,266,Dawsonville,GA,30534,34.42,-84.11,20581,41963,20K - 50K,53857,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
384,Paola Braun,61,70,60,1958,5,Female,1861 Fourth Boulevard,,Badger,IA,50516,42.61,-94.14,18849,18452,0K - 20K,16827,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
385,Valerio Price,38,40,67,1981,3,Male,683 Washington Street,237,Huntington,NY,11743,40.87,-73.4,51032,104049,100K - 150K,247623,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
386,Frida White,27,30,66,1992,9,Female,8440 Park Drive,,Lafayette,CO,80026,39.99,-105.09,30072,61317,50K - 80K,0,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
387,Melvin Barnes,42,50,72,1977,8,Male,78 Lexington Street,8298,Lake Hopatcong,NJ,7849,40.96,-74.61,34205,69747,50K - 80K,80763,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
388,Savannah Bennett,47,50,55,1973,2,Female,892 Elm Street,,La Grange,IL,60525,41.8,-87.87,34681,70711,50K - 80K,100226,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
389,Carlee Roman,58,60,62,1961,4,Female,690 Hill Lane,,Barron,WI,54812,45.4,-91.84,15371,31343,20K - 50K,49537,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
390,Gracelynn Peres,62,70,65,1957,10,Female,24684 Ocean View Boulevard,,Gresham,OR,97080,45.47,-122.37,22599,46075,20K - 50K,139335,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
391,Magnus Sullivan,18,20,69,2001,9,Male,38 Valley Stream Street,,Saint Petersburg,FL,33704,27.75,-82.64,34974,71312,50K - 80K,200793,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
392,Simeon Flores,47,50,67,1972,5,Male,166 12th Street,,Annandale,VA,22003,38.83,-77.21,30622,62432,50K - 80K,95799,741,8704.343652961665,0.1068586796267496,0.1538320373250389,0.6067030676100629
393,Thomas Burns,79,80,72,1941,2,Male,829 Birch Boulevard,81,Corpus Christi,TX,78410,27.8,-97.39,23608,37503,20K - 50K,14272,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
394,Ximena Davis,19,20,65,2000,9,Female,1134 Valley Drive,2623,Farmington,CT,6032,41.71,-72.83,46762,95348,80K - 100K,71972,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
395,Markus Nguyen,58,60,65,1961,7,Male,16 Eighth Lane,,Dallas,TX,75253,32.79,-96.76,12693,25883,20K - 50K,44404,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
396,Noor Fisher,71,80,71,1948,3,Female,557 Burns Boulevard,990,Weatherford,TX,76086,32.75,-97.77,19120,19581,0K - 20K,21424,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
397,Bexley Howard,27,30,67,1992,8,Female,9354 Lafayette Street,,Elkton,VA,22827,38.41,-78.61,18335,37384,20K - 50K,120327,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
398,Riley Neufelder,35,40,69,1984,5,Female,350 Third Avenue,,Alexandria,MN,56308,45.87,-95.37,20179,41141,20K - 50K,81016,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
399,Gordon Collins,35,40,66,1984,8,Male,33 Second Boulevard,,Plano,TX,75023,33.04,-96.74,29793,60746,50K - 80K,88165,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
400,Valeria Schmidt,56,60,65,1963,3,Female,900 Littlewood Street,,Barnegat,NJ,8005,39.75,-74.22,20034,40848,20K - 50K,146608,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
401,Ivan Anderson,78,80,64,1941,11,Male,5004 Lake Street,,Oklahoma City,OK,73110,35.46,-97.51,16016,31046,20K - 50K,11436,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
402,Gary Peterson,55,60,69,1965,1,Male,2100 Summit Street,,Houston,TX,77031,29.76,-95.38,18412,37534,20K - 50K,99840,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
403,Thea King,46,50,71,1974,2,Female,576 Martin Luther King Street,,Beaverton,OR,97005,45.49,-122.8,21702,44249,20K - 50K,103229,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
404,Alaina Howard,38,40,66,1981,4,Female,6561 George Avenue,,Foristell,MO,63348,38.81,-90.96,25756,52512,50K - 80K,95640,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
405,Macy Merkel,46,50,58,1973,5,Female,136 Tenth Boulevard,77,Anaheim,CA,92805,33.82,-117.91,16252,33137,20K - 50K,40559,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
406,Yamileth Lee,28,30,67,1991,7,Female,993 Ninth Street,,Prattville,AL,36066,32.46,-86.44,21796,44444,20K - 50K,130382,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
407,Breanna Robinson,20,20,64,2000,1,Female,6877 Jefferson Drive,,Mays Landing,NJ,8330,39.45,-74.72,23298,47504,20K - 50K,65156,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
408,Lyanna Ajami,32,40,65,1988,1,Female,219 Federal Street,,Dickinson,TX,77539,29.45,-95.06,24217,49374,20K - 50K,108192,706,8097.477466,0.1163872818336163,0.1652607691001698,0.6080506598290598
409,Titan Flores,57,60,75,1962,12,Male,41011 Seventh Boulevard,,Chandler,AZ,85226,33.27,-111.94,32056,65357,50K - 80K,21844,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
410,Yahya Anderson,24,30,58,1995,3,Male,4132 Norfolk Boulevard,3,Hyattsville,MD,20785,38.95,-76.95,23166,47234,20K - 50K,89154,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
411,Kemal Bell,19,20,67,2000,3,Male,32 First Lane,,Verona,NJ,7044,40.83,-74.24,40216,81995,80K - 100K,133788,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
412,Judah Richardson,21,30,67,1998,11,Male,78596 Birch Drive,,Houston,TX,77049,29.76,-95.38,19364,39485,20K - 50K,144101,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
413,Kenny Evans,44,50,66,1976,1,Male,9900 Ninth Avenue,,Bloomfield,IN,47424,39.02,-86.93,18204,37115,20K - 50K,58438,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
414,Wynter Myers,43,50,69,1976,11,Female,480 First Lane,,Los Angeles,CA,90044,33.95,-118.29,12362,25207,20K - 50K,34107,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
415,Jadiel Thomas,28,30,65,1991,3,Male,231 Littlewood Avenue,,Lynden,WA,98264,48.95,-122.43,19301,39354,20K - 50K,26700,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
416,Alina Harris,69,70,66,1950,12,Female,20 Oak Street,,Yorba Linda,CA,92886,33.89,-117.78,38948,99825,80K - 100K,4344,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
417,Billy Phillips,31,40,68,1988,8,Male,6606 Sixth Drive,,Cheyenne,WY,82001,41.14,-104.79,20255,41297,20K - 50K,34703,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
418,Rowen Brooks,64,70,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,20108,41002,20K - 50K,97188,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
419,Giuliana Moore,44,50,63,1975,8,Female,66 Plum Avenue,,Zephyrhills,FL,33540,28.23,-82.17,15187,30967,20K - 50K,61201,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
420,Nico Miller,29,30,69,1990,11,Male,556 Fourth Street,,Newton,KS,67114,38.04,-97.34,18479,37677,20K - 50K,66737,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
421,Maya Lewis,39,40,65,1980,5,Female,796 Sussex Avenue,,Switz City,IN,47465,39.03,-87.05,15285,31170,20K - 50K,33165,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
422,Caylee Edwards,52,60,67,1967,5,Female,903 Hill Boulevard,,Crown Point,IN,46307,41.42,-87.35,26168,53350,50K - 80K,128676,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
423,Alvaro Mitchell,31,40,68,1988,8,Male,168 Sussex Boulevard,,Honeoye Falls,NY,14472,42.95,-77.59,32973,67230,50K - 80K,45269,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
424,Jeremiah Gonzalez,29,30,66,1990,5,Male,7135 Ninth Lane,,Chestnut Hill,MA,2467,42.31,-71.16,62177,126775,100K - 150K,28869,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
425,London Fisher,31,40,67,1988,4,Female,8862 Ninth Avenue,,North Wales,PA,19454,40.21,-75.27,35861,73117,50K - 80K,73557,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
426,Romeo Wood,36,40,65,1983,3,Male,296 Pine Boulevard,,Wethersfield,CT,6109,41.7,-72.67,28557,58225,50K - 80K,101148,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
427,Belen Stewart,22,30,64,1997,12,Female,109 El Camino Avenue,,Houston,TX,77093,29.76,-95.38,11219,22876,20K - 50K,36157,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
428,Addison Faraday,49,50,68,1970,12,Female,9639 Third Boulevard,,Monaca,PA,15061,40.68,-80.27,20142,41071,20K - 50K,124139,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
429,Briar Gomez,40,40,61,1979,12,Female,1943 Birch Street,,North Lawrence,OH,44666,40.84,-81.63,21201,43229,20K - 50K,96831,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
430,Layne Mitchell,64,70,64,1956,2,Male,106 Littlewood Drive,10,Houston,TX,77067,29.76,-95.38,15401,24420,20K - 50K,14460,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
431,Bailee Labelle,30,30,65,1989,7,Female,352 Hill Lane,,Vancouver,WA,98663,45.65,-122.66,20649,42101,20K - 50K,70460,685,8836.715105172712,0.098485752,0.1466686550079491,0.602103453
432,Leslie Myers,26,30,52,1994,1,Female,613 Little Creek Lane,848,Immokalee,FL,34142,26.41,-81.42,10819,22066,20K - 50K,38967,842,9319.535554,0.1161631189279732,0.162056296,0.6042647787162162
433,Galilea Gonzalez,58,60,67,1961,10,Female,927 Ocean View Drive,5,Miami,FL,33196,25.77,-80.2,21923,44699,20K - 50K,21685,842,9319.535554,0.1161631189279732,0.162056296,0.6042647787162162
434,Yareli Macron,29,30,68,1991,1,Female,21 Lafayette Drive,46,Campbellsport,WI,53010,43.59,-88.28,21579,43996,20K - 50K,16260,842,9319.535554,0.1161631189279732,0.162056296,0.6042647787162162
435,Joaquin Parker,42,50,66,1977,11,Male,1942 Rose Avenue,,Port Orange,FL,32128,29.1,-81,21916,44681,20K - 50K,42011,770,9888.905429,0.1166865475040257,0.1664564524959742,0.6077804482200647
436,Melina Wright,34,40,66,1985,10,Female,326 Elm Lane,5,Charlotte,NC,28211,35.19,-80.83,49477,100880,100K - 150K,210445,770,9888.905429,0.1166865475040257,0.1664564524959742,0.6077804482200647
437,Kassidy Morgan,43,50,70,1976,5,Female,967 First Avenue,4,Pierceton,IN,46562,41.19,-85.7,17294,35264,20K - 50K,70328,770,9888.905429,0.1166865475040257,0.1664564524959742,0.6077804482200647
438,Daisy Flores,57,60,67,1962,6,Female,839 East Avenue,,Las Vegas,NV,89142,36.14,-115.03,19377,39508,20K - 50K,18870,770,9888.905429,0.1166865475040257,0.1664564524959742,0.6077804482200647
439,Shaun Jenkins,40,40,68,1979,3,Male,9594 Burns Lane,,Thomson,GA,30824,33.46,-82.5,15755,32126,20K - 50K,56283,770,9888.905429,0.1166865475040257,0.1664564524959742,0.6077804482200647
